1-03-L08-Q06-I06	圾	ㄐㄧ	ㄙㄜˋ
1-03-L08-Q10-I05	垃	ㄌㄚ	ㄌㄜˋ
1-03-L08-Q10-I06	圾	ㄐㄧ	ㄙㄜˋ
1-03-L09-Q01-I06	挑	ㄊㄧㄠ	ㄊㄧㄠˇ
1-03-L09-Q04-I01	息	ㄒㄧ	ㄒㄧˊ
1-03-L09-Q06-I05	頭	ㄊㄡˊ	ㄊㄡ˙
1-03-L09-Q07-I00	一	ㄧˋ	ㄧ
1-03-L09-Q07-I07	頭	ㄊㄡˊ	ㄊㄡ˙
1-03-L09-Q09-I00	挑	ㄊㄧㄠ	ㄊㄧㄠˇ
1-03-L09-Q10-I03	不	ㄅㄨˊ	ㄅㄨˋ
1-03-L10-Q03-I01	樂	ㄌㄜˋ	ㄩㄝˋ
1-03-L10-Q08-I03	惜	ㄒㄧ	ㄒㄧˊ
1-03-L11-Q01-I01	夕	ㄒㄧ	ㄒㄧˋ
1-03-L11-Q03-I06	息	ㄒㄧ	ㄒㄧˊ
1-03-L12-Q01-I00	叔	ㄕㄨ	ㄕㄨˊ
1-03-L12-Q01-I01	叔	ㄕㄨ	ㄕㄨ˙
1-03-L12-Q04-I00	叔	ㄕㄨ	ㄕㄨˊ
1-03-L12-Q04-I01	叔	ㄕㄨ	ㄕㄨ˙
1-03-L12-Q09-I04	叔	ㄕㄨ	ㄕㄨˊ
1-03-L12-Q09-I05	叔	ㄕㄨ	ㄕㄨ˙
1-02-L04-Q08-I05	頭	ㄊㄡˊ	ㄊㄡ˙
1-02-L05-Q05-I00	夕	ㄒㄧ	ㄒㄧˋ
1-02-L05-Q08-I00	夕	ㄒㄧ	ㄒㄧˋ
1-02-L09-Q02-I02	蔔	ㄅㄛˊ	ㄅㄛ˙
1-02-L09-Q05-I01	頭	ㄊㄡˊ	ㄊㄡ˙
1-02-L09-Q08-I05	乾	ㄑㄧㄢˊ	ㄍㄢ
1-02-L10-Q02-I02	識	ㄕˊ	ㄕ˙
1-02-L10-Q02-I04	個	ㄍㄜˋ	ㄍㄜ˙
1-02-L10-Q08-I00	突	ㄊㄨ	ㄊㄨˊ
1-02-L11-Q05-I01	播	ㄅㄛ	ㄅㄛˋ
1-02-L11-Q05-I04	播	ㄅㄛ	ㄅㄛˋ
1-02-L12-Q05-I03	長	ㄓㄤˇ	ㄔㄤˊ
1-02-L12-Q05-I04	長	ㄓㄤˇ	ㄔㄤˊ
1-02-L12-Q06-I02	長	ㄓㄤˇ	ㄔㄤˊ
1-05-L02-Q10-I05	一	ㄧˋ	ㄧ
1-05-L03-Q01-I03	還	ㄏㄞˊ	ㄏㄨㄢˊ
1-05-L03-Q05-I03	為	ㄨㄟˋ	ㄨㄟˊ
1-05-L05-Q08-I00	吔	ㄧㄝˇ	ㄧㄝ˙
1-05-L07-Q02-I06	寂	ㄐㄧˋ	ㄐㄧˊ
1-05-L07-Q10-I07	寂	ㄐㄧˋ	ㄐㄧˊ
1-05-L08-Q02-I05	蔓	ㄨㄢˋ	ㄇㄢˋ
1-05-L08-Q10-I01	蔓	ㄨㄢˋ	ㄇㄢˋ
1-05-L09-Q02-I03	息	ㄒㄧ	ㄒㄧˊ
1-05-L09-Q06-I05	褐	ㄏㄜˋ	ㄏㄜˊ
1-05-L10-Q06-I06	髮	ㄈㄚˋ	ㄈㄚˇ
1-05-L10-Q07-I01	個	ㄍㄜˋ	ㄍㄜ˙
1-05-L12-Q01-I01	煦	ㄒㄩˋ	ㄒㄩˇ
1-05-L12-Q05-I06	蹈	ㄉㄠˇ	ㄉㄠˋ
1-05-L12-Q06-I04	柵	ㄕㄢ	ㄓㄚˋ
1-05-L12-Q09-I06	柵	ㄕㄢ	ㄓㄚˋ
